payment_order_id	Address1	city	state	zip
70848277	320 Cedar St	Boston	MA	2215
70848278	635 Washington St	Austin	TX	73301
70848296	386 North St	Los Angeles	CA	90001
70848332	969 Wilson St	New York City	NY	10001
70848366	532 Cedar St	Austin	TX	73301
70848379	980 6th St	Atlanta	GA	30301
70848437	924 Walnut St	San Francisco	CA	94016
70848513	781 13th St	New York City	NY	10001
70848561	841 Johnson St	Los Angeles	CA	90001
70848580	867 11th St	New York City	NY	10001
70848673	826 Willow St	San Francisco	CA	94016
70848815	902 Park St	San Francisco	CA	94016
70849034	527 Lakeview St	Seattle	WA	98101
70849157	19 Jackson St	Dallas	TX	75001
70849178	134 Willow St	Boston	MA	2215
70849205	50 Willow St	New York City	NY	10001
70849305	50 Willow St	New York City	NY	10001
70849328	620 Cedar St	Boston	MA	2215
70849514	957 Lincoln St	San Francisco	CA	94016
70849515	692 Hickory St	Boston	MA	2215
70849542	335 Willow St	Dallas	TX	75001
70849579	900 Chestnut St	San Francisco	CA	94016
70849606	784 Adams St	San Francisco	CA	94016
70849682	507 Willow St	Boston	MA	2215
70849820	507 Willow St	Boston	MA	2215
70849826	89 8th St	Austin	TX	73301
70849875	591 2nd St	Dallas	TX	75001
70849899	330 Dogwood St	Seattle	WA	98101
70849984	259 Hill St	Atlanta	GA	30301
70850033	341 Elm St	Atlanta	GA	30301
70850043	874 14th St	Boston	MA	2215
70850090	749 Walnut St	Los Angeles	CA	90001
70850095	378 Highland St	Seattle	WA	98101
70850212	125 1st St	Atlanta	GA	30301
70850317	109 Forest St	Austin	TX	73301
70850545	60 Hill St	Seattle	WA	98101
70850704	318 10th St	Atlanta	GA	30301
70850727	996 Highland St	Boston	MA	2215
70850925	152 Pine St	Los Angeles	CA	90001
70851334	209 12th St	Los Angeles	CA	90001
70851343	52 River St	Atlanta	GA	30301
70851386	20 10th St	San Francisco	CA	94016
70851465	20 10th St	San Francisco	CA	94016
70851532	35 Ridge St	San Francisco	CA	94016
70851570	774 Hickory St	Dallas	TX	75001
70851632	774 Hickory St	Dallas	TX	75001
70851716	239 7th St	Seattle	WA	98101
70851794	293 14th St	New York City	NY	10001
70852001	88 Center St	Boston	MA	2215
70852123	478 West St	Atlanta	GA	30301
70852128	42 Willow St	San Francisco	CA	94016
70852186	137 5th St	San Francisco	CA	94016
70852268	922 Adams St	Austin	TX	73301
70852342	636 14th St	New York City	NY	10001
70852367	433 Park St	San Francisco	CA	94016
70852368	473 West St	Atlanta	GA	30301
70852406	314 Dogwood St	Portland	OR	97035
70852454	314 Dogwood St	Portland	OR	97035
70852469	788 Lincoln St	Atlanta	GA	30301
70852473	293 Church St	Seattle	WA	98101
70852628	639 Washington St	Austin	TX	73301
70852636	70 Park St	Atlanta	GA	30301
70852789	484 Wilson St	Los Angeles	CA	90001
70853062	504 Lake St	New York City	NY	10001
70853145	272 Lakeview St	New York City	NY	10001
70853147	710 2nd St	Boston	MA	2215
70853196	666 Wilson St	Los Angeles	CA	90001
70853223	606 13th St	Atlanta	GA	30301
70853766	824 Sunset St	Atlanta	GA	30301
70853809	107 Pine St	New York City	NY	10001
70853981	122 Cherry St	Portland	OR	97035
70854060	145 Meadow St	Boston	MA	2215
70854064	739 Jefferson St	Seattle	WA	98101
70854071	585 River St	San Francisco	CA	94016
70854082	811 5th St	Austin	TX	73301
70854084	405 South St	Atlanta	GA	30301
70854156	393 2nd St	Seattle	WA	98101
70854292	981 Sunset St	San Francisco	CA	94016
70854319	714 Forest St	Boston	MA	2215
70854459	764 4th St	Atlanta	GA	30301
70854482	951 6th St	San Francisco	CA	94016
70854591	884 6th St	Atlanta	GA	30301
70854679	476 7th St	Seattle	WA	98101
70854770	517 Meadow St	Portland	OR	97035
70854845	573 Jefferson St	Austin	TX	73301
70854856	250 Chestnut St	New York City	NY	10001
70855128	459 12th St	San Francisco	CA	94016
70855135	301 South St	Boston	MA	2215
70855439	209 South St	Dallas	TX	75001
70855662	118 1st St	Dallas	TX	75001
70855837	775 Washington St	San Francisco	CA	94016
70856082	706 Johnson St	San Francisco	CA	94016
70856194	161 10th St	Atlanta	GA	30301
70856196	496 River St	Boston	MA	2215
70856268	610 11th St	Dallas	TX	75001
70856428	12 Jackson St	Portland	OR	97035
70856437	506 7th St	Dallas	TX	75001
70856628	158 Main St	New York City	NY	10001
70856673	585 4th St	Portland	OR	97035
70856756	903 Maple St	Los Angeles	CA	90001
70856758	275 Sunset St	Los Angeles	CA	90001
70857117	223 Maple St	Seattle	WA	98101
70857148	281 Dogwood St	Dallas	TX	75001
70857150	111 Washington St	New York City	NY	10001
70857306	921 Sunset St	Seattle	WA	98101
70857310	425 Park St	Los Angeles	CA	90001
70857380	852 Elm St	Los Angeles	CA	90001
70857436	687 Park St	Seattle	WA	98101
70857459	729 Ridge St	Los Angeles	CA	90001
70857499	801 Ridge St	Los Angeles	CA	90001
70857501	462 1st St	San Francisco	CA	94016
70857637	589 North St	Boston	MA	2215
70857880	387 8th St	Dallas	TX	75001
70858154	174 10th St	Austin	TX	73301
70858160	352 14th St	Austin	TX	73301
70858215	534 Park St	New York City	NY	10001
70858287	793 13th St	New York City	NY	10001
70858370	737 Lake St	Atlanta	GA	30301
70858377	350 Meadow St	Dallas	TX	75001
70858410	920 West St	Los Angeles	CA	90001
70858539	97 Forest St	San Francisco	CA	94016
70858751	965 2nd St	Seattle	WA	98101
70858790	199 9th St	New York City	NY	10001
70858830	199 9th St	New York City	NY	10001
70858847	393 Center St	Seattle	WA	98101
70858856	353 Lake St	San Francisco	CA	94016
70858863	917 North St	Los Angeles	CA	90001
70858912	155 Lakeview St	Boston	MA	2215
70859024	977 9th St	Seattle	WA	98101
70859263	952 South St	New York City	NY	10001
70859380	804 9th St	Los Angeles	CA	90001
70859659	793 Sunset St	New York City	NY	10001
70859688	29 Sunset St	San Francisco	CA	94016
70859784	29 Sunset St	San Francisco	CA	94016
70859794	308 Ridge St	New York City	NY	10001
70859819	942 Willow St	Seattle	WA	98101
70859908	500 Pine St	Los Angeles	CA	90001
70860028	140 1st St	Boston	MA	2215
70860097	249 Jackson St	San Francisco	CA	94016
70860178	152 13th St	Seattle	WA	98101
70860229	983 4th St	Austin	TX	73301
70860255	564 North St	San Francisco	CA	94016
70860281	107 8th St	San Francisco	CA	94016
70860318	401 Maple St	Seattle	WA	98101
70860486	289 West St	New York City	NY	10001
70860494	93 6th St	Dallas	TX	75001
70860601	305 Forest St	Los Angeles	CA	90001
70860634	22 6th St	Dallas	TX	75001
70860655	354 Dogwood St	San Francisco	CA	94016
70860672	663 Pine St	New York City	NY	10001
70860703	137 Meadow St	Atlanta	GA	30301
70860719	645 Meadow St	San Francisco	CA	94016
70860762	908 Forest St	New York City	NY	10001
70860765	66 South St	Seattle	WA	98101
70860779	909 Johnson St	San Francisco	CA	94016
70860943	909 Johnson St	San Francisco	CA	94016
70861023	415 5th St	New York City	NY	10001
70861108	12 Main St	Los Angeles	CA	90001
70861132	405 4th St	Seattle	WA	98101
70861175	660 Cherry St	Dallas	TX	75001
70861256	71 Madison St	New York City	NY	10001
70861257	618 Lincoln St	Dallas	TX	75001
70861261	683 South St	Los Angeles	CA	90001
70861297	657 10th St	Dallas	TX	75001
70861338	65 Jackson St	Los Angeles	CA	90001
70861391	686 Meadow St	Atlanta	GA	30301
70861451	915 1st St	Dallas	TX	75001
70861467	460 Lincoln St	Boston	MA	2215
70861528	221 Lincoln St	Boston	MA	2215
70861534	367 Center St	Boston	MA	2215
70861550	531 4th St	San Francisco	CA	94016
70861551	103 Lake St	Dallas	TX	75001
70861612	103 Lake St	Dallas	TX	75001
70861637	503 6th St	Los Angeles	CA	90001
70861667	929 River St	San Francisco	CA	94016
70861677	929 River St	San Francisco	CA	94016
70861681	30 Maple St	San Francisco	CA	94016
70861690	218 Hill St	San Francisco	CA	94016
70861698	841 Elm St	Austin	TX	73301
70861701	394 Chestnut St	New York City	NY	10001
70861909	90 Spruce St	Los Angeles	CA	90001
70862101	873 Cherry St	Austin	TX	73301
70862103	57 4th St	San Francisco	CA	94016
70862138	896 6th St	Atlanta	GA	30301
70862186	541 River St	Los Angeles	CA	90001
70862205	40 Chestnut St	Boston	MA	2215
70862213	509 Meadow St	Los Angeles	CA	90001
70862272	251 10th St	Seattle	WA	98101
70862320	844 North St	Portland	ME	4101
70862343	414 Madison St	New York City	NY	10001
70862622	532 Hickory St	New York City	NY	10001
70862920	792 Forest St	Seattle	WA	98101
70862977	677 Lakeview St	Los Angeles	CA	90001
70863068	33 Lincoln St	San Francisco	CA	94016
70863684	87 Adams St	Boston	MA	2215
70863768	63 6th St	Los Angeles	CA	90001
70863785	775 12th St	San Francisco	CA	94016
70863786	671 Madison St	San Francisco	CA	94016
70863996	998 Center St	San Francisco	CA	94016
70864013	Price Each	Purchase	Address	Address
70864131	949 Main St	San Francisco	CA	94016
70864133	381 8th St	Atlanta	GA	30301
70864161	772 Church St	Los Angeles	CA	90001
70864264	891 Washington St	Atlanta	GA	30301
70864269	438 Hill St	Portland	ME	4101
70864424	400 Forest St	New York City	NY	10001
70864695	207 Spruce St	Los Angeles	CA	90001
70865227	361 Pine St	New York City	NY	10001
70865360	885 Dogwood St	Boston	MA	2215
70865408	374 Lakeview St	Los Angeles	CA	90001
70865478	683 Highland St	Boston	MA	2215
70865670	176 11th St	Dallas	TX	75001
70865698	335 Ridge St	New York City	NY	10001
70865821	77 Adams St	Portland	OR	97035
70865891	767 Adams St	San Francisco	CA	94016
70865935	767 Adams St	San Francisco	CA	94016
70866126	459 Spruce St	Portland	OR	97035
70866402	879 Sunset St	New York City	NY	10001
70866533	93 12th St	New York City	NY	10001
70866574	461 Center St	New York City	NY	10001
70866618	855 11th St	Seattle	WA	98101
70866654	777 West St	Dallas	TX	75001
70866688	372 14th St	Boston	MA	2215
70866710	865 Highland St	Dallas	TX	75001
70866712	189 11th St	Portland	OR	97035
70866714	255 Cedar St	Los Angeles	CA	90001
70866723	134 Forest St	Austin	TX	73301
70866798	825 Lakeview St	Boston	MA	2215
70866929	639 9th St	New York City	NY	10001
70867104	251 Hill St	San Francisco	CA	94016
70867338	780 11th St	New York City	NY	10001
70867451	153 6th St	New York City	NY	10001
70867702	157 13th St	San Francisco	CA	94016
70867783	702 Ridge St	Seattle	WA	98101
70867789	214 Adams St	Seattle	WA	98101
70867927	949 Willow St	Atlanta	GA	30301
70867941	711 Center St	Atlanta	GA	30301
70867957	166 North St	New York City	NY	10001
70867978	410 Lincoln St	Seattle	WA	98101
70868033	705 Elm St	Los Angeles	CA	90001
70868118	929 Main St	Seattle	WA	98101
70868335	903 Adams St	Los Angeles	CA	90001
70868417	585 Park St	Portland	OR	97035
70868466	547 Ridge St	Los Angeles	CA	90001
70868470	549 10th St	San Francisco	CA	94016
70868481	549 10th St	San Francisco	CA	94016
70868571	830 4th St	San Francisco	CA	94016
70868590	265 Cherry St	Boston	MA	2215
70868631	883 13th St	Los Angeles	CA	90001
70868910	835 Pine St	Austin	TX	73301
70868945	348 Lincoln St	San Francisco	CA	94016
70868979	77 Jackson St	Austin	TX	73301
70869116	172 Lake St	New York City	NY	10001
70869121	123 Center St	Dallas	TX	75001
70869179	152 Forest St	San Francisco	CA	94016
70869278	898 Washington St	Austin	TX	73301
70869299	73 Jefferson St	San Francisco	CA	94016
70869413	501 4th St	Atlanta	GA	30301
70869435	948 Meadow St	New York City	NY	10001
70869437	135 Willow St	Atlanta	GA	30301
70869518	918 Lakeview St	Atlanta	GA	30301
70869548	804 Center St	Boston	MA	2215
70869809	702 Center St	Atlanta	GA	30301
70869812	838 West St	Boston	MA	2215
70869833	698 Forest St	Boston	MA	2215
70869847	231 1st St	San Francisco	CA	94016
70869870	191 Jackson St	Seattle	WA	98101
70869968	798 1st St	San Francisco	CA	94016
70870069	716 Lincoln St	Los Angeles	CA	90001
70870083	143 14th St	Dallas	TX	75001
70870518	309 11th St	San Francisco	CA	94016
70870737	251 Spruce St	Portland	OR	97035
70870805	202 Jackson St	Dallas	TX	75001
70870848	5 Highland St	San Francisco	CA	94016
70870880	321 Cherry St	Los Angeles	CA	90001
70870905	294 2nd St	Seattle	WA	98101
70870916	897 8th St	Seattle	WA	98101
70871028	757 7th St	San Francisco	CA	94016
70871057	330 Lakeview St	Los Angeles	CA	90001
70871174	34 4th St	San Francisco	CA	94016
70871194	814 Highland St	Portland	OR	97035
70871203	814 Highland St	Portland	OR	97035
70871337	265 Madison St	Seattle	WA	98101
70871386	13 Lakeview St	Seattle	WA	98101
70871489	829 Park St	San Francisco	CA	94016
70871744	229 14th St	San Francisco	CA	94016
70871756	341 12th St	Los Angeles	CA	90001
70871953	297 Wilson St	New York City	NY	10001
70872261	758 Ridge St	San Francisco	CA	94016
70872324	469 Meadow St	Portland	ME	4101
70872615	782 Church St	Portland	OR	97035
70872641	48 9th St	San Francisco	CA	94016
70872682	745 Elm St	San Francisco	CA	94016
70872807	437 Adams St	Atlanta	GA	30301
70872953	200 5th St	San Francisco	CA	94016
70873021	66 8th St	New York City	NY	10001
70873470	772 Main St	Los Angeles	CA	90001
70873476	329 Jackson St	Los Angeles	CA	90001
70873563	370 9th St	Seattle	WA	98101
70873795	982 Center St	Boston	MA	2215
70873800	982 Center St	Boston	MA	2215
70873807	982 Center St	Boston	MA	2215
70873822	436 4th St	Atlanta	GA	30301
70873858	621 Maple St	New York City	NY	10001
70873862	814 10th St	Los Angeles	CA	90001
70874027	641 8th St	Portland	ME	4101
70874145	62 Johnson St	San Francisco	CA	94016
70874484	200 West St	Portland	OR	97035
70874836	538 Wilson St	Seattle	WA	98101
70875071	147 Madison St	San Francisco	CA	94016
70875662	704 Walnut St	Los Angeles	CA	90001
70875741	666 Forest St	San Francisco	CA	94016
70875760	984 Jackson St	Los Angeles	CA	90001
70875795	193 Washington St	Seattle	WA	98101
70876060	63 Spruce St	Portland	OR	97035
70876131	262 South St	Los Angeles	CA	90001
70876198	93 11th St	Dallas	TX	75001
70876239	520 Wilson St	Seattle	WA	98101
70876390	523 Washington St	Portland	ME	4101
70876509	473 13th St	San Francisco	CA	94016
70876560	668 Church St	Atlanta	GA	30301
70876732	802 7th St	Austin	TX	73301
70876775	268 Adams St	San Francisco	CA	94016
70876798	715 Washington St	Dallas	TX	75001
70876851	991 Center St	Seattle	WA	98101
70877074	24 14th St	Dallas	TX	75001
70877107	514 Sunset St	New York City	NY	10001
70877216	576 Washington St	Atlanta	GA	30301
70877402	833 Madison St	Los Angeles	CA	90001
70877491	155 Adams St	Boston	MA	2215
70877492	869 Madison St	Portland	OR	97035
70877527	524 11th St	New York City	NY	10001
70877668	54 Washington St	New York City	NY	10001
70877834	102 Cherry St	Dallas	TX	75001
70877876	394 Center St	San Francisco	CA	94016
70877956	148 9th St	Boston	MA	2215
70878127	722 Hickory St	Atlanta	GA	30301
70878201	562 14th St	Austin	TX	73301
70878410	167 11th St	Boston	MA	2215
70878518	88 South St	San Francisco	CA	94016
70878556	386 River St	Boston	MA	2215
70878600	630 West St	San Francisco	CA	94016
70878790	756 12th St	Los Angeles	CA	90001
70878906	323 13th St	San Francisco	CA	94016
70878938	799 12th St	Seattle	WA	98101
70878999	990 Forest St	Portland	OR	97035
70879061	27 Dogwood St	Austin	TX	73301
70879075	727 Hill St	San Francisco	CA	94016
70879170	935 Adams St	New York City	NY	10001
70879620	4 Highland St	San Francisco	CA	94016
70879686	582 5th St	San Francisco	CA	94016
70879939	Price Each	Purchase	Address	Address
70880054	986 Chestnut St	Boston	MA	2215
70880096	733 10th St	Boston	MA	2215
70880195	824 Meadow St	Dallas	TX	75001
70880244	668 Cedar St	Atlanta	GA	30301
70880328	940 Meadow St	Dallas	TX	75001
70880367	940 Meadow St	Dallas	TX	75001
70880425	885 Park St	New York City	NY	10001
70880426	842 River St	San Francisco	CA	94016
70880428	227 Johnson St	Seattle	WA	98101
70880434	232 Willow St	Seattle	WA	98101
70880553	515 9th St	Atlanta	GA	30301
70880783	14 14th St	Atlanta	GA	30301
70880784	305 Main St	San Francisco	CA	94016
70880837	477 Spruce St	Atlanta	GA	30301
70881042	709 Maple St	Boston	MA	2215
70881102	280 Sunset St	San Francisco	CA	94016
70881226	434 Johnson St	New York City	NY	10001
70881907	455 9th St	San Francisco	CA	94016
70882010	455 9th St	San Francisco	CA	94016
70882075	80 Johnson St	Seattle	WA	98101
70882152	816 9th St	Boston	MA	2215
70882172	118 5th St	San Francisco	CA	94016
70882224	464 South St	Seattle	WA	98101
70882277	170 Madison St	San Francisco	CA	94016
70882721	267 Lakeview St	Atlanta	GA	30301
70883561	209 Madison St	Seattle	WA	98101
70883958	204 Hill St	Seattle	WA	98101
70884048	348 Elm St	Dallas	TX	75001
70884049	912 Adams St	Los Angeles	CA	90001
70884233	750 Meadow St	San Francisco	CA	94016
70884270	822 Hill St	Seattle	WA	98101
70884586	900 Chestnut St	Boston	MA	2215
70884664	633 14th St	New York City	NY	10001
70884682	681 Jefferson St	Los Angeles	CA	90001
70884689	631 12th St	Portland	OR	97035
70885540	",,,"			
70885747	328 Forest St	Portland	OR	97035
70885966	980 2nd St	Boston	MA	2215
70886119	112 6th St	San Francisco	CA	94016
70886279	371 Chestnut St	New York City	NY	10001
70886347	941 Dogwood St	Boston	MA	2215
70886403	403 Lincoln St	San Francisco	CA	94016
70886415	",,,"			
70886507	787 Highland St	Los Angeles	CA	90001
70887358	937 Sunset St	New York City	NY	10001
70887776	521 Ridge St	San Francisco	CA	94016
70887931	706 6th St	San Francisco	CA	94016
70887987	508 4th St	New York City	NY	10001
70888096	577 Main St	New York City	NY	10001
70888125	659 Spruce St	Dallas	TX	75001
70888201	98 Jackson St	San Francisco	CA	94016
70888258	916 Adams St	New York City	NY	10001
70888362	912 Madison St	Seattle	WA	98101
70888415	794 Wilson St	Los Angeles	CA	90001
70888452	844 Pine St	San Francisco	CA	94016
70888466	742 Hickory St	Los Angeles	CA	90001
70888633	402 10th St	Boston	MA	2215
70888764	910 Ridge St	San Francisco	CA	94016
70889010	508 Hickory St	Portland	ME	4101
70889012	89 Johnson St	New York City	NY	10001
70889069	853 Wilson St	Seattle	WA	98101
70889161	836 8th St	Los Angeles	CA	90001
70889837	57 Hill St	New York City	NY	10001
70889842	371 Washington St	Los Angeles	CA	90001
70890093	499 1st St	Portland	OR	97035
70890248	935 5th St	New York City	NY	10001
70890278	570 Sunset St	San Francisco	CA	94016
70890320	474 Maple St	San Francisco	CA	94016
70890387	51 Walnut St	Los Angeles	CA	90001
70890389	349 4th St	Seattle	WA	98101
70890440	913 14th St	Dallas	TX	75001
70890495	913 14th St	Dallas	TX	75001
70890507	913 14th St	Dallas	TX	75001
70890620	554 South St	San Francisco	CA	94016
70890761	371 9th St	Seattle	WA	98101
70890878	675 Jackson St	Portland	OR	97035
70890884	755 Ridge St	New York City	NY	10001
70890951	575 10th St	Boston	MA	2215
70891007	902 North St	Austin	TX	73301
70891046	984 Elm St	Austin	TX	73301
70891229	951 West St	San Francisco	CA	94016
70891289	846 Cherry St	San Francisco	CA	94016
70891300	768 River St	Dallas	TX	75001
70891482	655 7th St	Boston	MA	2215
70891721	84 Lake St	Dallas	TX	75001
70891775	234 Hill St	Los Angeles	CA	90001
70891787	141 Spruce St	Seattle	WA	98101
70891824	225 Walnut St	San Francisco	CA	94016
70891900	198 10th St	Portland	OR	97035
70891906	12 Wilson St	San Francisco	CA	94016
70892019	655 Jefferson St	San Francisco	CA	94016
70892301	612 Lakeview St	Boston	MA	2215
70892345	967 Meadow St	Boston	MA	2215
70892381	498 Cherry St	Dallas	TX	75001
70892502	498 Cherry St	Dallas	TX	75001
70892646	864 13th St	Los Angeles	CA	90001
70892650	225 Willow St	Dallas	TX	75001
70892711	225 Willow St	Dallas	TX	75001
70892908	846 West St	Seattle	WA	98101
70893218	625 Pine St	San Francisco	CA	94016
70893221	824 12th St	Dallas	TX	75001
70893224	119 Main St	Los Angeles	CA	90001
70893555	341 Elm St	Los Angeles	CA	90001
70893820	950 14th St	San Francisco	CA	94016
70894007	223 Forest St	Dallas	TX	75001
70894245	25 Park St	Los Angeles	CA	90001
70894931	25 Park St	Los Angeles	CA	90001
70894996	158 Washington St	Atlanta	GA	30301
70895226	873 6th St	Seattle	WA	98101
70895649	517 Jackson St	San Francisco	CA	94016
70895840	302 Wilson St	Los Angeles	CA	90001
70896177	554 Pine St	New York City	NY	10001
70896178	826 Chestnut St	Portland	OR	97035
70896208	861 Highland St	San Francisco	CA	94016
70896302	957 South St	San Francisco	CA	94016
70896314	957 South St	San Francisco	CA	94016
70896564	957 South St	San Francisco	CA	94016
70896988	611 Spruce St	Seattle	WA	98101
70896990	786 4th St	Atlanta	GA	30301
70897216	653 6th St	Portland	OR	97035
70897218	729 Pine St	Boston	MA	2215
70897288	857 Madison St	Boston	MA	2215
70897412	390 Willow St	Seattle	WA	98101
70897459	387 Ridge St	San Francisco	CA	94016
70897462	844 Dogwood St	Los Angeles	CA	90001
70897595	122 Lake St	Austin	TX	73301
70897673	978 5th St	Atlanta	GA	30301
70897765	548 Chestnut St	Portland	OR	97035
70897800	56 Sunset St	Seattle	WA	98101
70897893	802 5th St	New York City	NY	10001
70897910	858 Washington St	Los Angeles	CA	90001
70898209	726 Maple St	Boston	MA	2215
70898269	62 West St	San Francisco	CA	94016
70898725	877 Ridge St	New York City	NY	10001
70898807	354 South St	Atlanta	GA	30301
70898947	415 Church St	New York City	NY	10001
70899051	801 Jackson St	Boston	MA	2215
70899071	145 Lake St	Atlanta	GA	30301
70899113	879 Park St	New York City	NY	10001
70899273	777 13th St	Boston	MA	2215
70899458	884 Chestnut St	San Francisco	CA	94016
70899511	112 14th St	Los Angeles	CA	90001
70899514	963 9th St	Portland	OR	97035
70899546	351 Jackson St	Portland	OR	97035
70899684	616 8th St	New York City	NY	10001
70899731	29 5th St	Dallas	TX	75001
70899765	999 Meadow St	Atlanta	GA	30301
70899766	859 South St	San Francisco	CA	94016
70899798	931 Washington St	Dallas	TX	75001
70900149	562 4th St	San Francisco	CA	94016
70900179	887 Lakeview St	New York City	NY	10001
70900181	572 5th St	Portland	OR	97035
70900452	948 Lincoln St	Portland	ME	4101
70900873	854 Willow St	Los Angeles	CA	90001
70900926	490 4th St	Los Angeles	CA	90001
70900972	144 Maple St	Portland	OR	97035
70900993	621 Park St	Seattle	WA	98101
70901119	939 1st St	Boston	MA	2215
70901148	724 South St	Los Angeles	CA	90001
70901208	631 West St	Atlanta	GA	30301
70901311	286 Dogwood St	Los Angeles	CA	90001
70901359	276 10th St	Austin	TX	73301
70901380	113 Forest St	San Francisco	CA	94016
70901422	884 Forest St	Boston	MA	2215
70901464	878 2nd St	New York City	NY	10001
70901506	627 Main St	San Francisco	CA	94016
70901539	377 Jackson St	Austin	TX	73301
70901590	98 Washington St	New York City	NY	10001
70901679	748 North St	New York City	NY	10001
70901780	284 Jefferson St	New York City	NY	10001
70901850	771 14th St	Seattle	WA	98101
70901852	472 Church St	San Francisco	CA	94016
70901864	859 10th St	Los Angeles	CA	90001
70902692	820 Washington St	Los Angeles	CA	90001
70902948	106 Forest St	San Francisco	CA	94016
70903076	144 Pine St	Dallas	TX	75001
70903272	11 South St	Portland	OR	97035
70903558	715 Adams St	San Francisco	CA	94016
70903722	137 Hickory St	San Francisco	CA	94016
70903841	142 Elm St	New York City	NY	10001
70903928	317 Forest St	Portland	OR	97035
70903939	294 Lincoln St	Atlanta	GA	30301
70904055	772 6th St	Portland	OR	97035
70904299	633 Madison St	San Francisco	CA	94016
70904301	505 13th St	Atlanta	GA	30301
70904327	505 Lakeview St	San Francisco	CA	94016
70904375	658 14th St	New York City	NY	10001
70904441	407 Dogwood St	Boston	MA	2215
70904480	81 Chestnut St	New York City	NY	10001
70904481	364 7th St	Portland	OR	97035
70904578	103 Johnson St	San Francisco	CA	94016
70904969	148 Dogwood St	Boston	MA	2215
70905121	546 Highland St	Atlanta	GA	30301
70905167	949 River St	San Francisco	CA	94016
70905171	488 6th St	San Francisco	CA	94016
70905213	460 Hickory St	Atlanta	GA	30301
70905280	866 Jackson St	New York City	NY	10001
70905287	417 Forest St	Portland	ME	4101
70905304	5 5th St	Portland	ME	4101
70905330	513 West St	Seattle	WA	98101
70905362	920 Cedar St	Los Angeles	CA	90001
70905403	907 4th St	Portland	OR	97035
70905407	772 West St	Seattle	WA	98101
70905462	234 Main St	San Francisco	CA	94016
70905507	399 Lincoln St	Atlanta	GA	30301
70905535	608 Meadow St	San Francisco	CA	94016
70905550	339 South St	San Francisco	CA	94016
70905589	241 Meadow St	New York City	NY	10001
70905612	136 Park St	San Francisco	CA	94016
70906024	111 Lakeview St	Los Angeles	CA	90001
70906025	502 6th St	San Francisco	CA	94016
70906147	290 13th St	San Francisco	CA	94016
70906161	413 6th St	New York City	NY	10001
70906242	292 Meadow St	San Francisco	CA	94016
70906263	995 West St	San Francisco	CA	94016
70906337	893 8th St	Los Angeles	CA	90001
70906388	390 5th St	Dallas	TX	75001
70906445	836 6th St	Los Angeles	CA	90001
70906505	42 2nd St	San Francisco	CA	94016
70906667	246 Park St	Los Angeles	CA	90001
70906866	722 6th St	Los Angeles	CA	90001
70906972	981 Ridge St	Los Angeles	CA	90001
70907001	634 Hickory St	San Francisco	CA	94016
70907035	920 Hickory St	San Francisco	CA	94016
70907049	327 North St	San Francisco	CA	94016
70907053	959 9th St	Boston	MA	2215
70907104	354 2nd St	New York City	NY	10001
70907160	384 9th St	Los Angeles	CA	90001
70907204	979 Sunset St	Seattle	WA	98101
70907217	563 7th St	Los Angeles	CA	90001
70907230	257 Washington St	Boston	MA	2215
70907437	213 Pine St	Boston	MA	2215
70907679	213 Pine St	Boston	MA	2215
70907737	444 Hickory St	Los Angeles	CA	90001
70907738	109 Park St	Atlanta	GA	30301
70907780	804 5th St	New York City	NY	10001
70907814	502 Adams St	San Francisco	CA	94016
70907911	540 Sunset St	San Francisco	CA	94016
70907912	354 Main St	Los Angeles	CA	90001
70907945	342 Church St	Dallas	TX	75001
70907958	55 Dogwood St	Los Angeles	CA	90001
70908099	272 13th St	San Francisco	CA	94016
70908102	54 Walnut St	San Francisco	CA	94016
70908217	567 12th St	Atlanta	GA	30301
70908257	32 2nd St	New York City	NY	10001
70908368	350 Hickory St	Los Angeles	CA	90001
70908583	710 9th St	Portland	OR	97035
70908597	648 7th St	Dallas	TX	75001
70908599	123 2nd St	Portland	ME	4101
70908668	686 Jefferson St	Atlanta	GA	30301
70908722	880 10th St	Los Angeles	CA	90001
70908821	813 Washington St	Boston	MA	2215
70908883	527 1st St	San Francisco	CA	94016
70908890	179 Elm St	San Francisco	CA	94016
70908930	809 Elm St	Austin	TX	73301
70908996	206 Washington St	Seattle	WA	98101
70909002	206 Washington St	Seattle	WA	98101
70909010	98 Adams St	Los Angeles	CA	90001
70909092	701 Forest St	Dallas	TX	75001
70909111	961 Sunset St	Boston	MA	2215
70909137	117 6th St	New York City	NY	10001
70909192	892 Johnson St	Dallas	TX	75001
70909209	330 Wilson St	San Francisco	CA	94016
70909263	196 Washington St	Austin	TX	73301
70909290	518 North St	New York City	NY	10001
70909665	556 Madison St	Los Angeles	CA	90001
70909726	606 Wilson St	San Francisco	CA	94016
70909731	587 River St	San Francisco	CA	94016
70909972	587 River St	San Francisco	CA	94016
70909999	393 Dogwood St	Portland	OR	97035
70910000	507 Ridge St	Austin	TX	73301
70910054	857 Center St	Dallas	TX	75001
70910107	146 Pine St	Dallas	TX	75001
70910109	839 Jefferson St	Seattle	WA	98101
70910192	871 Chestnut St	San Francisco	CA	94016
70910208	307 Ridge St	Dallas	TX	75001
70910386	587 Lincoln St	Dallas	TX	75001
70910588	493 2nd St	San Francisco	CA	94016
70910721	217 13th St	Los Angeles	CA	90001
70910763	217 13th St	Los Angeles	CA	90001
